Record,Section,Field,Value
10,Global Epidemiology,High Burden Regions 3,Americas
10,Global Epidemiology,High Burden Regions 4,Africa
10,Global Epidemiology,Trend,Shift from urban-only to rural transmission
10,Incubation And Course > Incubation Period Days,Range,3–14
10,Incubation And Course > Incubation Period Days,Most Common,4–7
10,Incubation And Course,Clinical Outcomes 1,Asymptomatic infection
10,Incubation And Course,Clinical Outcomes 2,Undifferentiated febrile illness
10,Incubation And Course,Clinical Outcomes 3,Dengue fever
10,Incubation And Course,Clinical Outcomes 4,Dengue hemorrhagic fever
10,Incubation And Course,Clinical Outcomes 5,Dengue shock syndrome
10,Clinical Stages > Febrile Phase,Duration Days,3–7
10,Clinical Stages > Febrile Phase,Features 1,High fever (≥38.5°C)
10,Clinical Stages > Febrile Phase,Features 2,Headache
10,Clinical Stages > Febrile Phase,Features 3,Myalgia
10,Clinical Stages > Febrile Phase,Features 4,Arthralgia
10,Clinical Stages > Febrile Phase,Features 5,Vomiting
10,Clinical Stages > Febrile Phase,Features 6,Transient macular rash
10,Clinical Stages > Febrile Phase,Features 7,"Mild bleeding (petechiae, bruising)"
10,Clinical Stages > Febrile Phase,Features 8,Palpable liver
10,Clinical Stages > Febrile Phase,Laboratory Findings 1,Leukopenia
10,Clinical Stages > Febrile Phase,Laboratory Findings 2,Mild to moderate thrombocytopenia
10,Clinical Stages > Febrile Phase,Laboratory Findings 3,Raised liver enzymes
10,Clinical Stages > Critical Phase,Timing,Around defervescence (day 4–7)
10,Clinical Stages > Critical Phase,Hallmark,Plasma leakage
10,Clinical Stages > Critical Phase,Features 1,Rising hematocrit
10,Clinical Stages > Critical Phase,Features 2,Rapid platelet fall
10,Clinical Stages > Critical Phase,Features 3,Pleural effusion
10,Clinical Stages > Critical Phase,Features 4,Ascites
10,Clinical Stages > Critical Phase,Features 5,Persistent vomiting
10,Clinical Stages > Critical Phase,Features 6,Severe abdominal pain
10,Clinical Stages > Critical Phase,Features 7,Mucosal bleeding
10,Clinical Stages > Critical Phase,Features 8,Restlessness
10,Clinical Stages > Critical Phase,Shock Criteria 1,Pulse pressure ≤20 mmHg
10,Clinical Stages > Critical Phase,Shock Criteria 2,Cold clammy skin
10,Clinical Stages > Critical Phase,Shock Criteria 3,Hypotension
10,Clinical Stages > Recovery Phase,Duration Hours,48–72
10,Clinical Stages > Recovery Phase,Features 1,Reabsorption of extravascular fluid
10,Clinical Stages > Recovery Phase,Features 2,Hemodynamic stabilization
10,Clinical Stages > Recovery Phase,Features 3,Improving platelet count
10,Clinical Stages > Recovery Phase,Features 4,Convalescent itchy rash
10,Clinical Stages > Recovery Phase,Features 5,Fatigue lasting weeks
10,Severe Complications,Hemorrhagic 1,Gastrointestinal bleeding
10,Severe Complications,Hemorrhagic 2,Mucosal bleeding
10,Severe Complications,Hemorrhagic 3,Severe thrombocytopenia
10,Severe Complications > Organ Involvement,Neurological 1,Encephalitis
10,Severe Complications > Organ Involvement,Neurological 2,Encephalopathy
10,Severe Complications > Organ Involvement,Neurological 3,Guillain–Barré syndrome
10,Severe Complications > Organ Involvement,Neurological 4,Transverse myelitis
10,Severe Complications > Organ Involvement,Cardiac 1,Myocarditis
10,Severe Complications > Organ Involvement,Hepatic 1,Acute liver failure
10,Severe Complications > Organ Involvement,Renal 1,Acute kidney injury
10,Pathogenesis,Cell Targets 1,Dendritic cells
10,Pathogenesis,Cell Targets 2,Monocytes
10,Pathogenesis,Cell Targets 3,Macrophages
10,Pathogenesis,Cell Targets 4,Endothelial cells
10,Pathogenesis,Mechanisms 1,Antibody-dependent enhancement (ADE)
10,Pathogenesis,Mechanisms 2,Cytokine release
10,Pathogenesis,Mechanisms 3,Endothelial dysfunction
10,Pathogenesis,Mechanisms 4,Bone marrow suppression
10,Pathogenesis,Key Receptors 1,DC-SIGN
10,Pathogenesis,Key Receptors 2,Mannose receptor
10,Pathogenesis,Key Receptors 3,C-type lectins
10,Laboratory Diagnosis,Definitive Methods 1,Virus isolation
10,Laboratory Diagnosis,Definitive Methods 2,Viral RNA detection
10,Laboratory Diagnosis,Definitive Methods 3,Antigen detection
10,Laboratory Diagnosis,Definitive Methods 4,Serology
10,Laboratory Diagnosis,Virus Isolation Methods 1,Mosquito inoculation (gold standard)
10,Laboratory Diagnosis,Virus Isolation Methods 2,Mosquito cell culture (C6/36)
10,Laboratory Diagnosis,Virus Isolation Methods 3,Mammalian cell culture
10,Laboratory Diagnosis,Virus Isolation Methods 4,Infant mouse inoculation
10,Laboratory Diagnosis > Molecular > Rt Pcr,Advantages 1,Rapid
10,Laboratory Diagnosis > Molecular > Rt Pcr,Advantages 2,Serotype-specific
10,Laboratory Diagnosis > Molecular > Rt Pcr,Advantages 3,High sensitivity
10,Laboratory Diagnosis > Molecular > Rt Pcr,Limitations 1,False positives due to contamination
10,Laboratory Diagnosis > Molecular > Rt Pcr,Limitations 2,Cannot replace virus isolation for surveillance
10,Laboratory Diagnosis > Serology,Ig M,Appears after day 5
10,Laboratory Diagnosis > Serology,Ig G,Early rise in secondary infection
10,Laboratory Diagnosis > Serology,Limitation,Cross-reactivity with flaviviruses
10,Treatment,Specific Antiviral,None available
10,Treatment,Management Principle,Supportive care
10,Treatment,Mild Cases 1,Oral hydration
10,Treatment,Mild Cases 2,Paracetamol
10,Treatment,Mild Cases 3,Rest
10,Treatment,Severe Cases 1,Intravenous fluids
10,Treatment,Severe Cases 2,Blood transfusion
10,Treatment,Severe Cases 3,Close monitoring for shock
10,Treatment,Contraindicated Drugs 1,Aspirin
10,Treatment,Contraindicated Drugs 2,NSAIDs
10,Treatment,Contraindicated Drugs 3,Steroids
10,Prevention And Control > Vector Control,Environmental 1,Eliminate stagnant water
10,Prevention And Control > Vector Control,Environmental 2,Proper waste management
10,Prevention And Control > Vector Control,Chemical 1,Larvicides
10,Prevention And Control > Vector Control,Chemical 2,Insect growth regulators
10,Prevention And Control > Vector Control,Biological 1,Larvivorous fish
10,Prevention And Control > Vector Control,Biological 2,Copepods
10,Prevention And Control > Vector Control,Biological 3,Wolbachia-based control
10,Prevention And Control > Vector Control,Genetic 1,Sterile insect technique
10,Prevention And Control > Vector Control,Genetic 2,Genetically modified mosquitoes
10,Prevention And Control,Personal Protection 1,Protective clothing
10,Prevention And Control,Personal Protection 2,Insect repellents (DEET)
10,Prevention And Control,Personal Protection 3,Screened or air-conditioned rooms
10,Prevention And Control,Personal Protection 4,Mosquito nets
10,Vaccines > Dengvaxia,Type,Live attenuated tetravalent
10,Vaccines > Dengvaxia,Eligible Population,Seropositive individuals ≥9 years
10,Vaccines > Dengvaxia,Risk,Severe dengue in seronegative children
10,Vaccines > Tak 003,Developer,Takeda
10,Vaccines > Tak 003,Status,Phase 3 completed
10,Vaccines > Tak 003,Mechanism,Live attenuated DENV2 backbone
10,Vaccines > Latv,Status,Phase 3 trials
10,Vaccines > Latv,Advantage,Single-dose protection
10,General,Key Chatbot Rules 1,Critical phase begins after fever subsides
10,General,Key Chatbot Rules 2,Rapid platelet fall + rising hematocrit = danger
10,General,Key Chatbot Rules 3,Secondary infection is highest risk
10,General,Key Chatbot Rules 4,Fluid management saves lives
10,General,Key Chatbot Rules 5,Vector control is the main prevention strategy
11,Metadata,Title,"Dengue Fever: Stages, Complication, Diagnosis, and Prevention Strategies"
11,Metadata,Authors 1,Poulomi Biswas
11,Metadata,Authors 2,Santosh Ganguly
11,Metadata,Authors 3,Biplab Debnath
11,Metadata,Journal,Asian Journal of Pharmaceutical and Clinical Research
11,Metadata,Volume,14
11,Metadata,Issue,5
11,Metadata,Year,2021
11,Metadata,Article Type,Review Article
11,Metadata,License,CC BY 4.0
11,Metadata,Geographical Focus,Global with Asia emphasis
11,Disease Identity,Name,Dengue Fever
11,Disease Identity,Alternate Names 1,Break-bone fever
11,Disease Identity,Alternate Names 2,Dengue hemorrhagic fever (severe form)
11,Disease Identity,Classification,Arthropod-borne viral disease
11,Disease Identity,Family,Flaviviridae
11,Disease Identity,Genus,Flavivirus
11,Virus Characteristics,Virus Name,Dengue virus (DENV)
11,Virus Characteristics > Genome,Type,Single-stranded positive-sense RNA
11,Virus Characteristics > Genome,Length Kb,11
11,Virus Characteristics > Genome,Open Reading Frame,Single ORF
11,Virus Characteristics,Serotypes 1,DENV-1
11,Virus Characteristics,Serotypes 2,DENV-2
11,Virus Characteristics,Serotypes 3,DENV-3
11,Virus Characteristics,Serotypes 4,DENV-4
11,Virus Characteristics > Immunity,Homotypic,Lifelong immunity to same serotype
11,Virus Characteristics > Immunity,Heterotypic,Temporary and partial
11,Virus Characteristics > Immunity,Risk,Secondary infection increases severe dengue risk
11,Virus Characteristics,Structural Proteins 1,Capsid (C)
11,Virus Characteristics,Structural Proteins 2,pre-Membrane (prM)
11,Virus Characteristics,Structural Proteins 3,Envelope (E)
11,Virus Characteristics,Non Structural Proteins 1,NS1
11,Virus Characteristics,Non Structural Proteins 2,NS2A
11,Virus Characteristics,Non Structural Proteins 3,NS2B
11,Virus Characteristics,Non Structural Proteins 4,NS3
11,Virus Characteristics,Non Structural Proteins 5,NS4A
11,Virus Characteristics,Non Structural Proteins 6,NS4B
11,Virus Characteristics,Non Structural Proteins 7,NS5
11,Vectors > Primary Vector,Species,Aedes aegypti
11,Vectors > Primary Vector,Characteristics 1,Daytime biting
11,Vectors > Primary Vector,Characteristics 2,Urban adaptation
11,Vectors > Primary Vector,Characteristics 3,Breeds in clean stagnant water
11,Vectors > Primary Vector,Characteristics 4,Indoor resting
11,Vectors,Secondary Vectors 1,Aedes albopictus
11,Vectors,Secondary Vectors 2,Aedes polynesiensis
11,Vectors,Secondary Vectors 3,Aedes scutellaris
11,Vectors,Secondary Vectors 4,Aedes niveus (sylvatic)
11,Vectors > Life Cycle Days,Average,8–10
11,Vectors > Life Cycle Days,Stages 1,Egg
11,Vectors > Life Cycle Days,Stages 2,Larva
11,Vectors > Life Cycle Days,Stages 3,Pupa
11,Vectors > Life Cycle Days,Stages 4,Adult
11,Transmission,Primary,Mosquito bite
11,Transmission,Additional Routes 1,Blood transfusion
11,Transmission,Additional Routes 2,Organ transplantation
11,Transmission,Additional Routes 3,Vertical transmission (mother to child)
11,Transmission,Additional Routes 4,Rare human-to-human transmission
11,Transmission > Geographical Limits,Latitude,35°N–35°S
11,Transmission > Geographical Limits,Altitude Meters,<1000
11,Global Epidemiology,Endemic Countries,>100
11,Global Epidemiology,Annual Infections Estimated,390000000
11,Global Epidemiology,Population At Risk,>2.5 billion
11,Global Epidemiology,High Burden Regions 1,South-East Asia
11,Global Epidemiology,High Burden Regions 2,Western Pacific
11,Global Epidemiology,High Burden Regions 3,Americas
11,Global Epidemiology,High Burden Regions 4,Africa
11,Global Epidemiology,Trend,Shift from urban-only to rural transmission
11,Incubation And Course > Incubation Period Days,Range,3–14
11,Incubation And Course > Incubation Period Days,Most Common,4–7
11,Incubation And Course,Clinical Outcomes 1,Asymptomatic infection
11,Incubation And Course,Clinical Outcomes 2,Undifferentiated febrile illness
11,Incubation And Course,Clinical Outcomes 3,Dengue fever
11,Incubation And Course,Clinical Outcomes 4,Dengue hemorrhagic fever
11,Incubation And Course,Clinical Outcomes 5,Dengue shock syndrome
11,Clinical Stages > Febrile Phase,Duration Days,3–7
11,Clinical Stages > Febrile Phase,Features 1,High fever (≥38.5°C)
11,Clinical Stages > Febrile Phase,Features 2,Headache
11,Clinical Stages > Febrile Phase,Features 3,Myalgia
11,Clinical Stages > Febrile Phase,Features 4,Arthralgia
11,Clinical Stages > Febrile Phase,Features 5,Vomiting
11,Clinical Stages > Febrile Phase,Features 6,Transient macular rash
11,Clinical Stages > Febrile Phase,Features 7,"Mild bleeding (petechiae, bruising)"
11,Clinical Stages > Febrile Phase,Features 8,Palpable liver
11,Clinical Stages > Febrile Phase,Laboratory Findings 1,Leukopenia
11,Clinical Stages > Febrile Phase,Laboratory Findings 2,Mild to moderate thrombocytopenia
11,Clinical Stages > Febrile Phase,Laboratory Findings 3,Raised liver enzymes
11,Clinical Stages > Critical Phase,Timing,Around defervescence (day 4–7)
11,Clinical Stages > Critical Phase,Hallmark,Plasma leakage
11,Clinical Stages > Critical Phase,Features 1,Rising hematocrit
11,Clinical Stages > Critical Phase,Features 2,Rapid platelet fall
11,Clinical Stages > Critical Phase,Features 3,Pleural effusion
11,Clinical Stages > Critical Phase,Features 4,Ascites
11,Clinical Stages > Critical Phase,Features 5,Persistent vomiting
11,Clinical Stages > Critical Phase,Features 6,Severe abdominal pain
11,Clinical Stages > Critical Phase,Features 7,Mucosal bleeding
11,Clinical Stages > Critical Phase,Features 8,Restlessness
11,Clinical Stages > Critical Phase,Shock Criteria 1,Pulse pressure ≤20 mmHg
11,Clinical Stages > Critical Phase,Shock Criteria 2,Cold clammy skin
11,Clinical Stages > Critical Phase,Shock Criteria 3,Hypotension
11,Clinical Stages > Recovery Phase,Duration Hours,48–72
11,Clinical Stages > Recovery Phase,Features 1,Reabsorption of extravascular fluid
11,Clinical Stages > Recovery Phase,Features 2,Hemodynamic stabilization
11,Clinical Stages > Recovery Phase,Features 3,Improving platelet count
11,Clinical Stages > Recovery Phase,Features 4,Convalescent itchy rash
11,Clinical Stages > Recovery Phase,Features 5,Fatigue lasting weeks
11,Severe Complications,Hemorrhagic 1,Gastrointestinal bleeding
11,Severe Complications,Hemorrhagic 2,Mucosal bleeding
11,Severe Complications,Hemorrhagic 3,Severe thrombocytopenia
11,Severe Complications > Organ Involvement,Neurological 1,Encephalitis
11,Severe Complications > Organ Involvement,Neurological 2,Encephalopathy
11,Severe Complications > Organ Involvement,Neurological 3,Guillain–Barré syndrome
11,Severe Complications > Organ Involvement,Neurological 4,Transverse myelitis
11,Severe Complications > Organ Involvement,Cardiac 1,Myocarditis
11,Severe Complications > Organ Involvement,Hepatic 1,Acute liver failure
11,Severe Complications > Organ Involvement,Renal 1,Acute kidney injury
11,Pathogenesis,Cell Targets 1,Dendritic cells
11,Pathogenesis,Cell Targets 2,Monocytes
11,Pathogenesis,Cell Targets 3,Macrophages
11,Pathogenesis,Cell Targets 4,Endothelial cells
11,Pathogenesis,Mechanisms 1,Antibody-dependent enhancement (ADE)
11,Pathogenesis,Mechanisms 2,Cytokine release
11,Pathogenesis,Mechanisms 3,Endothelial dysfunction
11,Pathogenesis,Mechanisms 4,Bone marrow suppression
11,Pathogenesis,Key Receptors 1,DC-SIGN
11,Pathogenesis,Key Receptors 2,Mannose receptor
11,Pathogenesis,Key Receptors 3,C-type lectins
11,Laboratory Diagnosis,Definitive Methods 1,Virus isolation
11,Laboratory Diagnosis,Definitive Methods 2,Viral RNA detection
11,Laboratory Diagnosis,Definitive Methods 3,Antigen detection
11,Laboratory Diagnosis,Definitive Methods 4,Serology
11,Laboratory Diagnosis,Virus Isolation Methods 1,Mosquito inoculation (gold standard)
11,Laboratory Diagnosis,Virus Isolation Methods 2,Mosquito cell culture (C6/36)
11,Laboratory Diagnosis,Virus Isolation Methods 3,Mammalian cell culture
11,Laboratory Diagnosis,Virus Isolation Methods 4,Infant mouse inoculation
11,Laboratory Diagnosis > Molecular > Rt Pcr,Advantages 1,Rapid
11,Laboratory Diagnosis > Molecular > Rt Pcr,Advantages 2,Serotype-specific
11,Laboratory Diagnosis > Molecular > Rt Pcr,Advantages 3,High sensitivity
11,Laboratory Diagnosis > Molecular > Rt Pcr,Limitations 1,False positives due to contamination
11,Laboratory Diagnosis > Molecular > Rt Pcr,Limitations 2,Cannot replace virus isolation for surveillance
11,Laboratory Diagnosis > Serology,Ig M,Appears after day 5
11,Laboratory Diagnosis > Serology,Ig G,Early rise in secondary infection
11,Laboratory Diagnosis > Serology,Limitation,Cross-reactivity with flaviviruses
11,Treatment,Specific Antiviral,None available
11,Treatment,Management Principle,Supportive care
11,Treatment,Mild Cases 1,Oral hydration
11,Treatment,Mild Cases 2,Paracetamol
11,Treatment,Mild Cases 3,Rest
11,Treatment,Severe Cases 1,Intravenous fluids
